transaction_amount,transaction_type,account_balance,device_type,location,merchant_category,daily_transaction_count,avg_transaction_amount_7d,failed_transaction_count_7d,card_type,card_age,transaction_distance,authentication_method,is_weekend,fraud_label,hour,day,month,day_of_week
85.35,3,87397.65,2,0,2,10,110.35,1,3,162,4251.1,2,0,0,12,10,3,4
13.79,0,64832.31,1,3,1,4,356.25,4,3,140,4696.18,1,0,1,23,1,7,5
21.85,1,28575.36,2,0,1,10,470.93,4,1,168,2774.48,1,1,1,9,21,9,3
49.67,3,33420.33,0,3,3,10,43.53,3,3,67,2802.98,3,0,1,6,31,10,1
47.0,3,16030.1,0,0,3,5,415.29,2,2,209,1499.86,0,1,0,22,11,3,5
2.15,3,54937.64,2,4,2,10,403.03,0,3,197,3815.25,0,0,0,3,6,7,3
166.85,1,6157.72,1,2,3,3,361.05,0,3,53,3586.89,1,0,0,11,15,12,4
157.69,2,17433.91,1,1,4,6,369.72,2,1,146,4156.52,0,0,0,4,27,11,0
29.73,2,81308.21,2,4,1,11,47.61,4,1,54,1367.48,2,0,1,23,3,1,1
28.84,3,8618.33,1,1,2,11,227.4,3,1,74,1356.11,1,0,1,13,23,3,3
109.92,3,9898.9,1,4,0,3,442.43,3,1,19,3680.12,0,0,0,3,11,10,2
86.23,2,67736.01,0,0,3,13,455.22,4,3,129,1128.65,0,0,1,8,10,8,3
27.33,1,33911.62,2,2,1,2,296.45,0,3,130,317.96,1,0,0,22,16,1,0
104.67,0,77829.89,0,3,1,3,141.48,3,3,155,3265.82,1,1,0,17,26,7,2
98.5,3,62887.94,1,0,3,7,465.94,0,2,159,753.85,1,0,0,15,14,10,5
19.39,2,91699.01,2,2,4,4,476.94,4,2,62,3514.44,0,0,1,17,5,8,5
138.81,2,56845.1,1,4,3,13,70.51,4,0,218,3260.08,1,1,1,16,24,8,3
68.05,0,30248.3,0,3,4,14,256.65,4,2,60,3169.76,0,0,1,9,7,6,2
141.04,3,3464.39,1,1,1,5,330.74,0,2,68,3905.31,2,0,0,19,31,10,1
53.95,3,15345.22,1,3,4,3,488.05,2,1,18,786.61,0,1,0,20,16,1,0
52.77,0,86077.05,0,2,2,12,439.19,2,2,185,4819.84,3,0,0,6,17,6,5
20.54,2,66625.05,2,0,3,14,91.53,4,1,177,3653.91,2,0,1,20,15,2,2
72.65,2,76549.89,2,1,4,13,226.57,3,0,191,1668.29,0,0,0,2,7,10,5
125.75,3,72967.25,1,1,0,13,59.39,2,1,11,3515.01,1,1,0,10,5,1,3
211.02,3,74737.97,0,3,4,9,465.86,2,1,136,2934.13,3,1,0,0,25,2,5
95.73,3,40841.56,0,4,4,7,338.9,0,1,91,2439.3,0,0,1,4,16,8,2
285.83,0,71852.01,1,3,3,14,477.7,3,3,130,4505.08,2,0,0,17,2,10,0
234.79,1,96363.77,1,2,3,13,234.63,1,1,116,4076.95,0,0,0,20,16,1,0
39.62,0,96865.8,0,1,3,9,293.43,3,1,170,2483.97,3,0,0,5,6,12,2
134.26,2,43477.75,0,4,2,1,113.84,4,3,106,1323.93,2,0,1,6,20,4,3
7.76,3,5415.79,2,0,2,14,50.78,2,2,39,1517.23,2,1,0,16,16,8,2
2.83,3,59676.3,1,1,3,1,23.62,1,1,234,3495.46,3,0,0,12,11,5,3
117.48,3,63749.98,1,0,4,3,340.04,0,3,133,3161.04,1,1,0,4,25,1,2
55.41,2,88151.13,0,2,0,4,75.99,0,3,109,1028.72,1,0,0,22,25,3,5
195.5,2,93457.12,1,2,0,12,390.32,3,1,163,3876.09,1,0,0,3,27,6,1
5.07,2,55099.16,1,4,0,8,376.08,1,2,175,1058.33,1,1,0,11,28,12,3
11.83,2,55589.95,1,1,0,5,165.65,1,1,165,4534.14,3,0,0,6,31,12,6
33.33,1,12346.92,0,4,0,10,48.88,3,0,205,4362.8,0,0,0,21,7,1,5
25.46,1,72946.54,1,2,2,1,340.73,3,2,197,216.67,3,0,0,21,5,5,4
30.0,1,6717.78,0,3,0,1,435.35,0,3,80,2919.08,0,1,0,5,3,1,1
70.15,3,51654.59,0,0,2,14,474.83,0,3,216,1299.91,1,0,0,18,19,2,6
137.75,1,89379.1,1,1,2,7,382.03,4,0,232,1118.35,1,0,1,6,25,8,4
82.19,2,29338.51,0,4,4,5,463.68,1,0,227,156.64,1,1,1,10,22,4,5
76.81,3,13133.18,2,4,0,12,260.06,0,3,40,4339.7,1,0,0,1,4,1,2
66.59,0,5114.75,2,2,0,10,52.8,0,1,150,4755.98,2,1,1,1,4,8,4
35.12,1,80772.35,2,0,0,6,488.92,2,1,69,3229.03,2,1,0,14,12,9,1
129.57,0,25717.13,1,3,0,3,163.65,3,1,116,1152.65,3,0,0,17,19,2,6
181.02,1,82157.87,1,4,4,9,384.79,2,1,12,1898.1,2,0,0,21,25,6,6
76.15,1,48385.06,1,1,1,14,230.79,4,1,53,4240.97,1,1,1,5,30,1,0
29.53,1,35426.01,2,2,4,8,146.45,2,1,115,1823.31,0,0,0,3,23,4,6
15.65,1,32014.35,1,0,1,7,37.79,2,0,166,3156.32,3,0,0,17,26,9,1
183.69,3,23663.99,1,0,0,1,203.18,0,3,101,1994.07,2,0,0,13,7,5,6
61.75,2,56188.49,1,4,2,2,388.43,0,1,145,4758.01,0,0,0,6,31,7,0
4.4,2,24558.07,2,4,0,3,131.78,0,2,52,1585.72,1,0,0,0,2,7,6
65.75,3,32932.9,0,1,4,9,309.89,3,2,116,3299.06,3,0,0,17,18,11,5
140.42,2,41097.99,2,0,4,7,126.94,4,3,102,549.22,3,0,1,19,28,1,5
281.03,3,46986.23,2,4,1,7,337.98,2,3,117,126.05,0,1,0,3,17,7,0
118.71,1,46696.33,1,2,4,7,361.95,4,0,132,2216.55,3,0,1,11,15,2,2
11.9,3,23598.28,1,1,2,2,42.15,1,1,62,4624.0,0,1,0,12,8,2,2
21.08,1,41288.1,2,4,2,14,211.64,4,2,219,3455.16,2,1,1,15,17,2,4
115.09,3,45616.47,1,1,3,11,406.89,3,3,50,1282.51,2,1,0,5,9,6,4
174.91,1,57404.77,0,1,3,2,23.2,2,2,133,667.43,3,0,0,9,8,10,6
6.7,2,15356.35,0,4,0,5,218.35,2,2,55,3033.21,2,0,0,0,22,5,0
60.92,3,40638.44,2,3,3,2,190.38,3,0,157,1576.82,1,0,0,3,5,1,3
107.48,0,48914.89,2,2,1,3,229.57,0,2,178,1348.09,2,1,0,3,27,2,0
58.31,3,23480.06,0,1,1,12,60.29,3,0,235,3851.57,2,0,0,9,1,10,6
338.71,3,95387.22,2,3,3,1,393.28,0,3,154,637.89,2,0,0,14,17,1,1
5.01,2,70995.24,1,1,1,1,84.84,2,2,115,1686.77,3,1,0,7,18,4,1
62.94,0,50419.46,0,2,4,11,169.98,1,2,117,1870.21,1,0,0,21,15,8,1
63.28,1,46704.2,1,2,0,11,175.62,4,0,174,3360.51,1,1,1,3,19,2,6
2.12,1,68439.81,1,1,0,8,419.59,2,0,99,1376.22,0,0,1,13,17,5,2
265.87,3,33400.17,1,1,3,1,155.18,1,2,156,717.66,0,0,0,11,13,6,1
357.75,0,30042.57,2,1,1,4,218.89,1,3,75,430.72,2,1,0,1,17,2,4
63.55,3,58339.72,2,2,0,14,122.58,4,1,95,2068.47,1,0,1,20,8,7,5
53.25,2,23101.21,2,0,4,11,384.05,0,2,88,1516.85,1,0,1,0,22,7,5
76.4,3,61804.97,2,1,3,5,413.29,2,1,214,3790.07,3,0,0,17,7,8,0
83.12,0,57952.4,1,0,4,2,472.12,4,1,209,670.29,0,0,1,22,9,12,5
26.62,3,63595.5,1,1,4,13,334.29,3,0,148,1934.4,2,0,1,3,15,5,0
347.63,1,59356.01,1,1,4,9,324.72,0,2,132,4205.76,1,1,0,14,7,3,1
7.49,2,90289.16,1,3,1,1,384.06,1,2,134,295.73,3,1,1,4,18,2,5
222.87,2,14528.13,1,0,4,14,483.95,3,1,199,1280.15,3,0,0,18,29,9,4
18.8,0,83854.23,0,3,2,7,180.73,4,3,57,3708.55,1,1,1,15,21,3,1
30.52,2,64152.24,2,2,1,2,391.29,2,1,85,4707.09,0,1,0,6,11,12,0
7.58,1,38344.98,0,3,2,9,70.95,1,1,44,3735.76,1,0,0,19,21,3,1
228.73,0,94027.13,1,4,0,8,151.34,2,1,231,2408.03,3,0,0,9,29,12,4
16.52,0,59016.99,1,3,2,12,138.45,1,1,195,2623.39,2,0,0,14,7,11,1
41.26,3,30392.48,2,3,4,10,331.55,1,2,111,1622.16,2,0,0,0,14,10,5
90.44,1,8102.84,2,4,3,6,415.74,1,1,202,2958.49,1,1,0,23,24,1,1
32.39,3,5476.62,2,1,1,2,347.42,0,1,38,4253.26,2,0,0,11,25,6,6
19.57,3,46315.67,0,2,1,1,255.14,4,3,234,1991.7,0,1,1,11,12,4,2
77.16,1,19422.61,2,1,1,8,107.92,3,2,72,143.49,1,1,0,19,22,12,4
34.41,0,49687.02,0,2,3,8,259.94,0,0,33,3690.64,1,0,0,7,26,5,4
344.52,3,73401.73,1,0,3,9,173.8,3,1,133,698.96,2,0,1,14,7,4,4
34.94,0,62576.3,2,1,3,7,321.5,0,0,157,4177.86,1,0,0,6,15,6,3
42.57,2,4469.29,2,1,0,14,390.67,0,3,175,1295.35,2,1,0,6,24,10,1
39.65,1,86465.02,0,3,4,7,399.77,4,2,78,2124.0,3,1,1,17,25,4,1
95.15,3,94612.72,0,1,3,6,321.44,3,0,91,3529.33,1,0,0,1,9,8,2
5.0,2,96003.87,0,1,0,13,279.6,4,0,22,4887.12,3,0,1,9,17,1,1
131.34,0,43023.41,1,4,4,3,151.69,4,0,167,2125.79,2,1,1,20,20,2,0
7.88,2,12075.39,1,3,3,10,122.82,2,0,212,3780.33,1,0,0,1,29,11,2
16.96,0,85211.17,2,2,1,6,459.67,0,0,22,4893.64,0,1,0,19,16,7,6
153.05,3,67801.89,0,0,4,13,389.2,1,2,23,736.98,2,0,0,10,5,9,1
135.4,0,49414.12,0,1,1,1,441.77,1,3,36,3028.82,0,0,0,14,30,11,3
40.81,2,5238.99,0,2,4,5,107.01,3,0,103,3907.26,2,1,0,6,27,3,0
76.06,3,8237.21,0,1,1,1,229.06,1,1,66,2650.06,3,1,0,13,29,11,2
93.99,2,26447.78,1,0,1,14,93.92,1,3,169,2708.19,0,0,0,8,14,12,3
90.59,3,20495.52,1,1,1,1,89.75,3,1,54,802.52,2,0,1,15,26,11,6
130.73,3,67565.44,0,0,4,1,116.65,1,3,10,4079.85,3,0,0,8,6,7,3
160.79,3,90973.59,2,1,3,2,420.79,3,3,125,2908.2,3,1,0,22,10,8,3
153.58,0,72945.95,1,0,1,1,110.37,1,2,38,3055.47,3,0,0,8,22,11,2
41.86,1,87860.52,2,1,4,12,232.37,1,1,98,1717.25,3,0,0,3,28,7,4
4.49,0,35483.37,0,1,2,5,169.28,3,3,157,2462.68,2,1,0,3,7,4,4
259.5,0,31994.01,2,3,1,4,414.84,2,0,221,3715.93,0,0,0,3,8,10,6
58.9,1,57054.61,1,4,0,5,157.8,2,3,53,2427.0,2,0,0,17,21,6,2
72.62,3,15093.67,0,1,0,12,443.47,1,1,222,1654.51,2,1,0,12,7,11,1
27.08,3,53409.72,2,3,1,4,369.68,4,3,146,4123.41,0,0,1,22,4,10,2
102.12,1,25725.68,0,2,4,10,298.27,2,0,118,2547.8,2,0,0,4,2,1,0
32.38,1,74410.11,0,1,1,5,160.93,1,3,144,4248.51,0,1,1,15,22,8,1
144.2,1,93499.82,1,1,3,11,65.83,1,1,147,3286.37,1,1,0,12,1,4,5
117.71,1,65498.74,1,3,2,2,343.27,2,2,193,2256.44,0,0,0,18,7,8,0
34.38,0,93620.64,0,3,0,12,279.87,1,1,46,4542.19,2,1,0,12,3,9,6
53.69,3,95545.73,2,0,0,10,470.64,1,2,27,1653.54,1,1,0,6,4,10,2
91.55,0,54939.74,0,4,3,13,235.83,1,3,34,1332.71,1,1,0,13,24,7,0
142.34,0,60564.81,2,1,0,14,274.9,1,2,226,1602.96,3,0,0,12,29,5,0
242.19,2,55264.47,2,1,3,12,141.99,4,1,7,3044.6,0,0,1,15,8,8,1
81.76,0,20038.29,0,4,2,6,414.76,0,2,213,4146.26,3,0,0,8,29,8,1
34.92,3,13399.2,0,0,4,12,62.89,3,0,38,1368.82,0,0,0,3,22,6,3
29.65,1,45922.48,2,4,1,14,132.1,0,3,185,1527.21,3,0,1,23,3,2,4
88.38,2,78366.62,0,0,0,11,289.94,4,0,203,1719.63,1,0,1,1,17,6,5
59.46,1,49983.54,0,1,0,1,413.75,2,1,209,4429.64,1,0,0,13,7,6,2
63.93,1,28606.39,1,4,4,2,270.97,4,0,110,408.45,2,0,1,0,13,3,0
16.1,2,29266.8,1,4,3,5,465.8,4,2,55,4415.3,1,0,1,12,7,5,6
36.76,1,45090.93,1,4,4,8,167.39,2,0,87,2977.48,0,0,0,16,20,9,2
12.31,2,49161.92,2,4,2,13,94.07,1,1,178,1479.32,3,1,0,15,18,2,5
76.7,1,58003.96,1,3,3,13,371.21,0,0,20,2226.17,0,0,0,12,30,3,3
2.11,0,60437.01,2,0,4,14,420.95,1,2,142,2165.6,2,1,0,5,27,10,4
241.28,3,82706.13,2,2,3,3,80.69,1,2,205,2624.38,1,0,0,20,13,1,4
4.83,2,55255.15,1,2,4,7,269.67,2,0,207,292.39,0,0,0,14,23,5,1
108.23,2,68508.87,2,4,2,10,375.48,2,2,69,3803.13,1,1,0,1,21,11,1
161.98,0,70338.98,0,0,0,2,76.8,4,3,198,4529.49,0,1,1,16,15,2,2
15.48,2,68366.67,2,1,2,6,470.58,3,3,114,3204.85,1,1,0,8,17,2,4
44.77,1,30826.18,0,0,1,2,431.01,3,1,175,3892.57,2,0,0,14,28,6,2
3.65,2,45864.24,2,1,1,10,116.97,0,3,92,3628.99,1,1,0,12,18,8,4
51.37,0,16973.78,2,2,3,13,100.53,2,2,38,1549.06,2,0,0,1,26,9,1
145.65,3,40647.68,2,3,1,13,213.03,4,2,186,4793.9,0,0,1,23,4,8,4
171.47,3,94091.77,2,1,1,12,50.31,0,3,73,3103.71,2,1,0,23,22,4,5
129.19,3,91233.87,0,4,0,9,332.61,0,2,69,1822.21,3,1,0,10,8,7,5
8.64,1,11220.49,2,0,1,4,396.3,4,0,218,3632.63,2,1,1,11,13,11,0
79.2,0,36643.92,2,4,3,7,213.69,3,3,166,1101.93,1,1,0,23,14,6,2
136.08,0,20440.36,0,0,2,6,21.64,3,1,195,3061.27,2,1,0,8,23,9,5
24.06,3,36787.83,0,0,4,11,241.9,1,2,205,1196.61,3,0,0,17,30,8,2
120.52,1,95508.21,0,4,3,5,314.87,4,0,42,1899.7,3,0,1,12,10,5,2
164.5,1,22273.68,0,1,4,5,284.67,2,3,53,2998.87,1,1,0,15,10,2,4
13.54,2,68582.44,2,2,1,12,50.21,2,3,150,4046.47,2,1,0,21,18,12,0
26.96,2,73877.83,1,3,2,7,48.32,0,2,62,2875.55,2,1,0,10,2,10,0
155.52,3,49431.83,2,3,0,14,334.49,0,0,64,510.44,3,1,0,20,28,2,1
116.19,3,28135.17,2,0,3,1,230.23,2,1,219,3910.85,3,1,0,1,8,12,4
2.29,2,6494.31,1,4,3,8,209.5,3,2,192,3506.71,2,0,0,11,27,9,2
102.29,1,97053.58,2,0,2,1,23.43,1,2,77,773.6,1,0,0,17,13,12,2
187.26,2,42290.09,0,4,3,3,347.22,4,2,122,1997.9,0,1,1,2,17,8,3
89.27,0,26829.84,2,4,2,8,359.43,4,0,109,3138.0,0,0,1,17,1,8,1
78.27,2,17804.79,2,0,4,9,341.05,4,0,123,1638.23,3,0,1,23,17,10,1
187.45,0,50438.81,1,4,4,6,225.6,1,2,51,325.12,0,1,1,17,17,3,4
226.46,1,51050.68,0,1,0,10,404.05,1,2,6,4348.48,1,1,0,23,22,2,2
100.51,2,55136.07,0,1,0,3,381.52,2,3,174,700.09,3,1,0,19,12,6,0
107.16,3,13901.65,2,0,3,12,111.4,3,3,11,388.74,0,0,0,18,31,3,4
272.11,0,91609.22,2,0,4,4,197.02,4,1,222,2676.65,1,0,1,20,4,1,2
34.41,2,45927.33,2,2,0,11,77.8,2,2,203,4764.15,1,0,0,5,12,4,2
154.6,1,7627.87,2,0,2,14,32.01,4,0,96,4672.4,2,0,1,22,12,6,0
66.79,1,94096.01,1,4,4,12,152.54,0,0,228,1966.42,2,0,0,9,16,2,3
127.15,0,75456.85,1,0,3,7,109.8,2,2,138,3606.05,0,0,0,14,18,8,4
249.16,1,69141.33,2,3,0,4,47.35,3,2,207,726.66,0,0,0,21,10,2,4
50.76,2,7846.76,1,3,4,5,422.48,3,2,215,2066.62,0,1,0,2,25,6,6
141.19,0,60796.01,0,0,4,4,322.09,1,1,8,2602.59,3,1,0,0,1,3,2
335.52,0,24695.91,0,3,2,5,358.24,2,1,144,4563.33,3,0,0,17,23,1,0
225.75,1,8921.57,0,4,4,12,172.1,4,0,159,1618.29,1,0,1,17,15,11,2
114.42,2,27081.61,2,0,3,11,26.65,1,1,230,4428.69,3,1,1,6,30,6,4
90.99,3,17619.08,0,3,0,10,165.15,4,1,61,1196.32,0,0,1,8,27,12,2
41.74,0,96492.58,2,4,4,11,155.47,0,1,40,3766.57,1,1,1,16,29,7,5
279.35,0,38690.78,0,0,3,12,124.78,1,0,131,3928.75,0,0,0,6,10,9,6
81.82,1,55161.74,0,2,1,13,159.88,1,0,130,480.39,3,0,0,7,22,12,4
109.98,0,30379.16,2,4,4,12,242.57,2,3,95,1073.49,1,0,0,10,11,12,0
12.08,2,50983.31,1,4,2,10,414.13,1,2,101,2811.97,0,0,0,1,18,9,0
245.31,2,74029.87,2,3,0,2,297.12,3,3,48,4795.49,3,1,0,1,3,3,4
13.91,3,68418.67,1,2,1,3,474.49,3,3,7,3203.61,2,0,0,0,6,10,4
3.37,1,45644.77,0,2,3,2,317.28,1,0,85,775.07,3,1,0,22,30,1,0
43.43,0,50521.2,0,0,3,7,147.92,4,3,85,3192.29,2,0,1,18,25,2,5
189.14,2,61804.39,1,1,2,6,483.99,1,3,31,1354.17,0,1,1,13,6,6,1
5.06,2,73091.15,2,1,4,12,48.37,3,1,151,3905.03,1,0,0,19,13,6,1
41.53,0,17828.48,1,0,3,3,203.43,4,2,219,4829.57,2,0,1,19,8,10,6
7.75,3,73409.53,1,3,3,13,437.16,2,2,168,3766.33,3,1,0,17,3,10,1
71.63,2,6556.19,1,0,2,4,403.24,4,3,161,4845.82,1,0,1,11,25,12,0
88.6,2,6861.41,0,3,1,9,263.68,3,2,40,1017.94,3,1,0,15,31,7,0
40.36,0,77011.66,2,4,3,5,75.88,0,3,17,3322.76,2,1,0,21,20,11,0
79.46,3,58389.34,0,1,1,2,265.56,1,1,75,4887.08,0,0,0,12,20,2,0
2.8,1,35942.35,0,4,4,2,28.55,3,2,12,4747.59,0,0,0,6,8,2,2
138.4,3,5054.12,2,1,0,10,113.06,0,0,68,3971.4,0,0,0,14,23,2,3
88.07,2,25767.31,1,3,2,7,77.17,4,2,8,4025.46,3,0,1,21,13,2,0
105.16,3,69254.73,2,4,0,4,71.25,4,3,199,2147.51,2,1,1,15,7,1,5
91.04,1,18129.39,0,4,4,6,28.13,0,2,19,2600.96,1,0,0,5,17,2,4
171.6,1,72741.03,0,4,2,6,355.83,2,2,196,3822.53,1,1,0,7,2,4,6
82.11,3,36657.97,0,2,1,13,405.56,1,2,153,4856.08,0,1,0,12,24,8,3
43.83,3,18722.56,2,2,1,11,359.6,0,0,89,2402.44,3,1,0,9,26,7,2
18.53,3,61640.17,2,2,3,10,104.01,2,0,120,2588.35,2,0,0,6,21,12,3
137.36,2,86804.15,2,1,1,8,97.18,1,3,203,4228.49,2,0,0,5,15,3,2
77.69,2,49471.44,1,2,0,9,67.66,1,1,29,1823.05,3,0,0,7,14,8,0
153.8,2,5148.7,2,1,4,6,360.03,2,1,162,2918.04,2,0,0,16,18,3,5
263.3,0,57498.74,0,2,2,8,22.59,2,1,144,794.68,1,0,0,14,22,12,4
17.61,2,53693.16,0,2,4,5,356.62,3,3,145,1086.29,0,1,0,7,12,12,1
31.24,3,80062.79,1,0,0,14,389.04,0,0,18,779.21,2,0,0,22,9,11,3
6.0,2,75867.56,0,1,3,5,178.85,3,1,15,1145.95,2,0,0,15,26,4,2
155.46,1,2487.41,0,2,0,1,132.18,0,1,38,520.36,1,0,0,20,24,10,1
310.88,0,11076.77,2,3,2,14,202.6,0,1,126,1690.32,0,1,0,17,10,6,5
149.96,3,72781.84,0,2,2,1,68.66,3,0,63,3610.27,3,1,0,19,18,8,4
56.98,1,71691.41,0,3,4,5,475.53,2,0,223,4588.8,3,0,0,13,25,1,2
3.54,3,56205.89,2,0,2,4,379.5,0,1,125,2812.44,1,0,0,0,11,4,1
23.32,3,53805.28,1,3,0,1,210.64,4,2,91,2475.71,1,1,1,9,13,11,0
7.11,3,71617.7,2,2,4,1,355.15,3,3,94,290.98,1,0,0,9,29,9,4
92.17,0,37835.28,0,4,3,1,149.34,1,1,90,3809.42,0,1,0,0,11,5,3
33.97,3,23460.97,0,2,4,5,97.22,4,1,172,4597.64,0,1,1,20,12,8,5
123.95,2,58672.0,1,3,1,6,95.83,2,1,215,1994.81,1,0,0,23,16,10,0
4.94,2,44249.69,0,0,2,1,102.46,4,2,74,2468.07,0,0,1,10,31,10,1
47.13,1,30225.8,2,3,1,2,362.91,4,2,93,2247.54,1,0,1,21,30,12,5
44.37,0,83314.16,0,4,1,1,312.77,2,3,114,3390.23,2,0,0,14,24,8,3
15.01,2,55489.15,0,2,1,14,91.58,0,2,85,1928.53,1,0,0,6,19,7,2
52.14,0,89787.75,2,3,0,13,306.3,2,2,28,1919.89,1,0,0,7,10,9,6
170.74,3,58894.72,1,1,0,5,425.5,3,0,6,450.32,2,0,0,18,22,2,2
29.39,1,31209.16,1,2,2,14,129.12,4,2,71,626.75,1,0,1,14,19,12,1
134.39,3,93318.67,1,2,4,1,224.64,1,2,129,1883.68,3,0,0,10,29,4,5
40.31,0,93150.05,1,3,2,5,384.11,0,0,204,1140.48,2,0,0,13,22,1,6
22.3,0,63319.3,2,4,4,8,343.29,1,0,152,2849.65,2,0,0,4,17,6,5
124.4,1,41954.31,0,3,2,6,329.99,1,1,101,3605.46,2,0,0,14,20,9,2
122.85,2,64692.47,0,3,3,3,261.76,0,1,190,3078.41,3,0,0,23,20,9,2
9.63,1,79687.7,0,2,3,14,382.78,0,0,152,4119.15,1,0,0,15,24,1,1
95.38,1,13107.63,0,3,3,8,305.78,2,1,184,2068.87,1,0,0,8,17,3,4
77.75,2,84618.78,0,2,4,8,466.84,1,2,228,637.69,0,1,0,3,2,4,6
18.1,3,62779.08,2,1,1,6,184.14,3,2,13,4628.64,1,0,1,19,23,11,3
125.19,1,74701.76,2,1,3,4,107.05,3,1,158,977.24,1,0,0,4,19,12,1
258.83,3,71149.9,1,1,1,5,110.66,3,2,163,839.63,0,1,0,14,3,11,4
9.92,3,41708.13,1,3,4,6,112.01,1,2,186,2019.73,0,1,0,14,18,4,1
187.47,2,9992.8,1,3,3,4,309.18,3,2,193,2760.28,3,0,0,1,29,8,1
63.95,1,58667.53,0,2,4,3,29.8,0,0,178,3788.86,3,0,0,12,25,4,1
258.03,0,68475.21,1,4,1,4,202.92,3,3,75,4375.66,0,1,1,18,26,7,2
3.01,2,84271.26,2,1,4,10,192.37,3,1,198,2842.33,3,1,0,8,23,7,6
9.54,0,23275.83,2,1,1,14,170.55,4,1,128,199.29,2,1,1,1,6,12,2
18.51,0,60280.0,1,2,0,14,339.96,1,1,142,1570.85,0,0,0,22,8,6,3
106.28,3,23658.24,0,1,2,6,308.33,3,1,142,2653.1,0,0,0,22,16,7,6
104.97,2,40589.31,0,0,4,3,123.09,2,1,39,874.42,2,0,0,17,21,6,2
96.39,0,13821.31,0,0,0,4,292.81,4,2,13,4246.39,0,1,1,23,9,12,5
53.88,3,79833.96,0,3,4,4,263.62,3,1,54,4181.35,1,1,0,2,10,5,2
132.79,1,96016.12,0,2,3,11,447.91,0,2,167,2878.08,3,0,0,4,22,4,5
4.01,3,42729.68,0,1,0,13,226.99,1,0,185,774.66,3,0,0,18,3,2,4
23.79,1,58994.51,0,1,0,5,312.02,1,0,205,2018.07,0,0,0,1,25,11,5
10.07,1,26991.67,1,0,0,2,24.76,1,2,67,2997.92,3,0,0,16,1,7,5
35.13,2,35662.86,2,0,1,7,162.53,1,1,42,3156.25,1,0,1,0,8,9,4
168.0,1,36308.87,2,3,1,1,54.57,0,2,101,3124.04,0,0,0,5,18,11,5
42.54,3,62326.95,0,3,1,2,324.26,3,0,140,3140.99,2,1,0,12,6,11,0
48.72,2,75443.92,0,1,2,3,312.96,1,0,187,448.09,0,1,0,16,2,10,0
109.24,0,25352.46,2,0,2,7,155.89,2,0,17,1968.64,0,0,1,13,6,8,6
172.81,3,74686.41,0,1,0,1,154.09,0,0,62,2584.21,3,1,0,2,16,7,6
19.47,0,50165.46,1,1,4,14,99.4,1,1,82,4849.74,0,0,0,4,6,12,2
107.95,3,55271.16,2,1,1,5,465.56,1,2,222,2718.61,3,1,1,10,26,3,6
202.92,2,4565.9,2,4,3,12,391.59,4,1,208,4488.5,1,1,1,15,14,7,4
49.81,3,79133.47,0,4,1,4,424.17,1,3,22,1919.6,3,0,0,10,12,2,6
256.15,2,38403.27,2,3,3,2,311.22,4,3,134,3170.71,3,0,1,7,21,6,2
40.75,2,18076.58,2,0,2,4,310.65,1,0,164,1420.57,0,0,1,13,30,11,3
42.45,1,81568.88,2,4,2,13,130.51,0,2,53,4434.15,2,0,0,20,23,11,3
73.41,3,48737.88,1,3,2,7,357.44,4,2,185,1663.42,3,0,1,22,17,1,1
75.06,2,84589.83,1,4,4,7,392.4,0,2,23,3099.3,3,1,0,1,15,3,2
95.74,2,78491.29,0,1,0,9,466.46,4,0,174,2492.76,0,0,1,11,13,12,2
65.06,3,89711.45,2,3,1,4,367.05,4,3,10,1394.49,3,0,1,19,15,2,2
24.94,0,29999.37,0,0,4,1,166.05,1,1,86,4879.87,2,0,1,10,23,10,0
24.2,3,65644.78,0,3,2,7,197.25,1,1,48,2837.81,2,0,0,11,25,7,1
354.36,1,45986.88,2,3,4,13,111.89,3,1,205,4425.2,1,0,0,0,3,7,0
26.93,3,51840.72,0,3,2,9,278.2,4,3,196,4885.13,1,0,1,11,4,4,1
56.07,1,43766.73,0,0,4,7,372.97,0,0,10,2052.56,3,0,0,16,31,1,1
28.23,2,5117.31,1,3,1,14,139.81,4,0,188,566.73,3,0,1,6,17,5,2
187.5,0,21820.0,1,1,3,6,443.97,2,2,116,4465.19,0,0,0,9,17,4,0
102.23,2,30780.99,0,0,0,10,486.61,0,2,106,4281.55,1,1,1,14,9,5,1
17.5,1,54288.15,1,0,4,1,377.14,2,2,49,302.03,3,1,0,21,26,6,0
165.57,2,44641.3,0,1,2,11,364.38,2,1,33,2948.91,1,0,0,5,20,5,5
206.25,0,79014.68,1,0,0,12,477.78,2,3,218,2428.08,1,1,0,23,10,6,5
118.13,2,2711.49,1,3,2,14,232.57,3,0,68,536.59,3,0,0,12,15,11,2
138.63,1,97470.35,0,3,0,9,139.67,3,2,47,4132.31,3,0,0,9,23,4,6
330.95,2,33271.84,0,4,0,3,121.31,2,2,65,195.67,0,1,0,2,3,6,5
4.14,3,65105.83,1,2,2,3,297.39,2,3,125,1550.58,1,0,0,12,13,2,0
34.16,2,62272.6,1,0,1,13,97.81,3,1,208,1822.36,2,0,0,11,19,10,3
92.44,0,83785.56,1,0,4,12,244.87,1,0,184,2850.13,1,1,0,6,10,5,2
40.05,1,94417.83,1,1,3,11,487.35,2,1,106,2778.01,0,0,0,14,22,7,5
16.57,0,73320.37,1,4,0,11,357.47,4,2,23,1014.99,1,0,1,8,24,4,0
